#Time         gpu     sm    mem    enc    dec    jpg    ofa 
#HH:MM:SS     Idx      %      %      %      %      %      % 
 21:38:25       0     81     34      0      0      0      0 
 21:38:26       0     83     34      0      0      0      0 
 21:38:27       0     82     34      0      0      0      0 
 21:38:28       0     84     35      0      0      0      0 
 21:38:29       0     84     35      0      0      0      0 
 21:38:30       0     84     35      0      0      0      0 
 21:38:31       0     83     34      0      0      0      0 
 21:38:32       0     83     35      0      0      0      0 
 21:38:33       0     83     34      0      0      0      0 
 21:38:34       0     81     34      0      0      0      0 
 21:38:35       0     79     32      0      0      0      0 
 21:38:36       0     82     34      0      0      0      0 
 21:38:37       0     80     33      0      0      0      0 
 21:38:38       0     99     72      0      0      0      0 
 21:38:39       0     83     35      0      0      0      0 
 21:38:40       0     81     33      0      0      0      0 
 21:38:41       0     85     35      0      0      0      0 
 21:38:42       0     79     31      0      0      0      0 
 21:38:43       0     84     35      0      0      0      0 
 21:38:44       0     83     34      0      0      0      0 
 21:38:45       0     83     33      0      0      0      0 
 21:38:46       0     83     35      0      0      0      0 
 21:38:47       0     90     60      0      0      0      0 
 21:38:48       0     82     34      0      0      0      0 
 21:38:49       0     84     35      0      0      0      0 
 21:38:50       0     85     35      0      0      0      0 
#Time         gpu     sm    mem    enc    dec    jpg    ofa 
#HH:MM:SS     Idx      %      %      %      %      %      % 
 21:38:51       0     85     35      0      0      0      0 
 21:38:52       0     83     33      0      0      0      0 
 21:38:53       0     82     34      0      0      0      0 
 21:38:54       0     83     35      0      0      0      0 
 21:38:55       0     84     35      0      0      0      0 
 21:38:56       0     84     32      0      0      0      0 
 21:38:57       0     84     35      0      0      0      0 
 21:38:58       0     83     33      0      0      0      0 
 21:38:59       0     95     68      0      0      0      0 
 21:39:00       0     84     35      0      0      0      0 
 21:39:01       0     94     64      0      0      0      0 
 21:39:02       0     96     64      0      0      0      0 
 21:39:03       0     84     35      0      0      0      0 
 21:39:05       0     83     33      0      0      0      0 
 21:39:06       0     83     32      0      0      0      0 
 21:39:07       0     83     33      0      0      0      0 
 21:39:08       0     85     35      0      0      0      0 
 21:39:09       0     81     33      0      0      0      0 
 21:39:10       0     83     33      0      0      0      0 
 21:39:11       0     86     36      0      0      0      0 
 21:39:12       0     83     34      0      0      0      0 
 21:39:13       0     83     34      0      0      0      0 
 21:39:14       0     84     35      0      0      0      0 
 21:39:15       0     83     35      0      0      0      0 
 21:39:16       0     82     34      0      0      0      0 
 21:39:17       0     84     34      0      0      0      0 
 21:39:18       0     80     33      0      0      0      0 
 21:39:19       0     81     33      0      0      0      0 
 21:39:20       0     83     34      0      0      0      0 
 21:39:21       0     83     33      0      0      0      0 
 21:39:22       0     81     32      0      0      0      0 
 21:39:23       0     83     33      0      0      0      0 
 21:39:24       0     97     66      0      0      0      0 
 21:39:25       0     93     57      0      0      0      0 
 21:39:26       0     96     63      0      0      0      0 
 21:39:27       0     85     35      0      0      0      0 
 21:39:28       0     84     34      0      0      0      0 
 21:39:29       0     84     34      0      0      0      0 
 21:39:30       0     85     36      0      0      0      0 
 21:39:31       0     85     35      0      0      0      0 
 21:39:32       0     83     32      0      0      0      0 
 21:39:33       0     83     33      0      0      0      0 
 21:39:34       0     84     34      0      0      0      0 
 21:39:35       0     82     32      0      0      0      0 
#Time         gpu     sm    mem    enc    dec    jpg    ofa 
#HH:MM:SS     Idx      %      %      %      %      %      % 
 21:39:36       0     82     33      0      0      0      0 
 21:39:37       0     82     33      0      0      0      0 
 21:39:38       0     78     29      0      0      0      0 
 21:39:39       0     82     32      0      0      0      0 
 21:39:40       0     96     65      0      0      0      0 
 21:39:41       0     81     32      0      0      0      0 
 21:39:42       0     93     60      0      0      0      0 
 21:39:43       0     84     33      0      0      0      0 
 21:39:44       0     82     30      0      0      0      0 
 21:39:45       0     83     34      0      0      0      0 
 21:39:46       0     83     34      0      0      0      0 
 21:39:47       0     90     56      0      0      0      0 
 21:39:48       0     82     33      0      0      0      0 
 21:39:49       0     80     32      0      0      0      0 
 21:39:50       0     87     48      0      0      0      0 
 21:39:51       0     82     28      0      0      0      0 
 21:39:52       0     81     30      0      0      0      0 
 21:39:53       0     92     58      0      0      0      0 
 21:39:54       0     82     32      0      0      0      0 
 21:39:55       0     75     23      0      0      0      0 
 21:39:56       0     97     70      0      0      0      0 
 21:39:57       0     93     59      0      0      0      0 
 21:39:58       0     82     32      0      0      0      0 
 21:39:59       0     79     28      0      0      0      0 
 21:40:00       0     82     28      0      0      0      0 
 21:40:01       0     82     30      0      0      0      0 
 21:40:02       0     77     24      0      0      0      0 
 21:40:03       0     83     33      0      0      0      0 
 21:40:04       0     81     30      0      0      0      0 
 21:40:05       0     81     27      0      0      0      0 
 21:40:06       0     82     30      0      0      0      0 
 21:40:07       0     83     32      0      0      0      0 
 21:40:08       0     87     44      0      0      0      0 
 21:40:09       0     83     33      0      0      0      0 
 21:40:10       0     80     31      0      0      0      0 
 21:40:11       0     90     51      0      0      0      0 
 21:40:12       0     79     30      0      0      0      0 
 21:40:13       0     82     31      0      0      0      0 
 21:40:14       0     81     27      0      0      0      0 
 21:40:15       0     82     30      0      0      0      0 
 21:40:16       0     81     28      0      0      0      0 
 21:40:17       0     82     33      0      0      0      0 
 21:40:18       0     82     31      0      0      0      0 
 21:40:19       0     81     31      0      0      0      0 
#Time         gpu     sm    mem    enc    dec    jpg    ofa 
#HH:MM:SS     Idx      %      %      %      %      %      % 
 21:40:20       0     83     33      0      0      0      0 
 21:40:21       0     82     31      0      0      0      0 
 21:40:22       0     83     34      0      0      0      0 
 21:40:23       0     81     32      0      0      0      0 
 21:40:24       0     83     33      0      0      0      0 
 21:40:25       0     97     64      0      0      0      0 
 21:40:26       0     84     35      0      0      0      0 
 21:40:27       0     82     34      0      0      0      0 
 21:40:28       0     83     33      0      0      0      0 
 21:40:29       0     95     65      0      0      0      0 
 21:40:30       0     75     26      0      0      0      0 
 21:40:31       0    100     71      0      0      0      0 
 21:40:32       0     82     31      0      0      0      0 
 21:40:33       0     85     35      0      0      0      0 
 21:40:34       0     81     33      0      0      0      0 
 21:40:35       0     81     31      0      0      0      0 
 21:40:36       0     82     34      0      0      0      0 
 21:40:37       0     85     35      0      0      0      0 
 21:40:38       0     89     53      0      0      0      0 
 21:40:39       0     80     29      0      0      0      0 
 21:40:40       0     97     63      0      0      0      0 
 21:40:41       0     83     34      0      0      0      0 
 21:40:42       0     91     56      0      0      0      0 
 21:40:43       0     81     32      0      0      0      0 
 21:40:44       0     84     34      0      0      0      0 
 21:40:45       0     85     35      0      0      0      0 
 21:40:46       0     84     32      0      0      0      0 
 21:40:47       0     84     33      0      0      0      0 
 21:40:48       0     81     28      0      0      0      0 
 21:40:49       0     84     35      0      0      0      0 
 21:40:50       0     83     34      0      0      0      0 
 21:40:51       0     80     33      0      0      0      0 
 21:40:52       0     83     32      0      0      0      0 
 21:40:53       0     86     35      0      0      0      0 
 21:40:54       0     84     33      0      0      0      0 
 21:40:55       0     80     30      0      0      0      0 
 21:40:56       0     80     28      0      0      0      0 
 21:40:57       0     82     31      0      0      0      0 
 21:40:58       0    100     72      0      0      0      0 
 21:40:59       0     85     34      0      0      0      0 
 21:41:00       0     96     63      0      0      0      0 
 21:41:01       0     98     69      0      0      0      0 
 21:41:02       0     82     33      0      0      0      0 
 21:41:03       0     83     34      0      0      0      0 
#Time         gpu     sm    mem    enc    dec    jpg    ofa 
#HH:MM:SS     Idx      %      %      %      %      %      % 
 21:41:04       0     84     33      0      0      0      0 
 21:41:05       0     84     35      0      0      0      0 
 21:41:06       0     80     30      0      0      0      0 
 21:41:07       0     83     33      0      0      0      0 
 21:41:08       0     91     57      0      0      0      0 
 21:41:10       0     82     33      0      0      0      0 
 21:41:11       0     85     35      0      0      0      0 
 21:41:12       0     85     33      0      0      0      0 
 21:41:13       0     84     34      0      0      0      0 
 21:41:14       0     96     64      0      0      0      0 
 21:41:15       0     85     35      0      0      0      0 
 21:41:16       0     92     54      0      0      0      0 
 21:41:17       0     84     33      0      0      0      0 
 21:41:18       0     85     36      0      0      0      0 
 21:41:19       0     80     29      0      0      0      0 
 21:41:20       0     86     34      0      0      0      0 
 21:41:21       0     85     35      0      0      0      0 
 21:41:22       0     84     35      0      0      0      0 
 21:41:23       0     82     30      0      0      0      0 
 21:41:24       0     80     32      0      0      0      0 
 21:41:25       0     83     34      0      0      0      0 
 21:41:26       0     84     33      0      0      0      0 
 21:41:27       0     85     35      0      0      0      0 
 21:41:28       0     83     34      0      0      0      0 
 21:41:29       0     93     58      0      0      0      0 
 21:41:30       0     82     32      0      0      0      0 
 21:41:31       0     84     32      0      0      0      0 
 21:41:32       0     83     30      0      0      0      0 
 21:41:33       0    100     73      0      0      0      0 
 21:41:34       0     90     54      0      0      0      0 
 21:41:35       0     84     35      0      0      0      0 
 21:41:36       0     83     34      0      0      0      0 
 21:41:37       0     83     33      0      0      0      0 
 21:41:38       0     84     35      0      0      0      0 
 21:41:39       0    100     72      0      0      0      0 
 21:41:40       0     97     65      0      0      0      0 
 21:41:41       0     89     55      0      0      0      0 
 21:41:42       0     85     35      0      0      0      0 
 21:41:43       0     81     27      0      0      0      0 
 21:41:44       0     85     34      0      0      0      0 
 21:41:45       0     84     35      0      0      0      0 
 21:41:46       0     86     35      0      0      0      0 
 21:41:47       0     84     33      0      0      0      0 
 21:41:48       0     83     34      0      0      0      0 
#Time         gpu     sm    mem    enc    dec    jpg    ofa 
#HH:MM:SS     Idx      %      %      %      %      %      % 
 21:41:49       0     79     28      0      0      0      0 
 21:41:50       0     85     35      0      0      0      0 
 21:41:51       0     79     29      0      0      0      0 
 21:41:52       0     84     33      0      0      0      0 
 21:41:53       0     86     36      0      0      0      0 
 21:41:54       0     83     33      0      0      0      0 
 21:41:55       0     86     36      0      0      0      0 
 21:41:56       0     85     35      0      0      0      0 
 21:41:57       0     82     30      0      0      0      0 
 21:41:58       0     85     35      0      0      0      0 
 21:41:59       0     85     35      0      0      0      0 
 21:42:00       0     84     35      0      0      0      0 
 21:42:01       0     96     65      0      0      0      0 
 21:42:02       0     85     34      0      0      0      0 
 21:42:03       0     84     35      0      0      0      0 
 21:42:04       0     79     31      0      0      0      0 
 21:42:05       0     83     34      0      0      0      0 
 21:42:06       0     80     28      0      0      0      0 
 21:42:07       0     84     34      0      0      0      0 
 21:42:08       0     83     32      0      0      0      0 
 21:42:09       0     84     35      0      0      0      0 
 21:42:10       0     83     35      0      0      0      0 
 21:42:11       0     85     35      0      0      0      0 
 21:42:12       0     87     36      0      0      0      0 
 21:42:13       0     92     61      0      0      0      0 
 21:42:14       0     82     32      0      0      0      0 
 21:42:15       0     83     33      0      0      0      0 
 21:42:16       0     84     34      0      0      0      0 
 21:42:17       0     95     67      0      0      0      0 
 21:42:18       0     83     34      0      0      0      0 
 21:42:19       0     84     34      0      0      0      0 
 21:42:20       0     82     33      0      0      0      0 
 21:42:21       0     84     34      0      0      0      0 
 21:42:22       0     83     34      0      0      0      0 
 21:42:23       0     88     54      0      0      0      0 
 21:42:24       0     95     63      0      0      0      0 
 21:42:25       0     85     35      0      0      0      0 
 21:42:26       0    100     72      0      0      0      0 
 21:42:27       0     85     35      0      0      0      0 
 21:42:28       0     86     36      0      0      0      0 
 21:42:29       0     83     34      0      0      0      0 
 21:42:30       0     85     34      0      0      0      0 
 21:42:31       0     80     28      0      0      0      0 
 21:42:32       0     84     34      0      0      0      0 
#Time         gpu     sm    mem    enc    dec    jpg    ofa 
#HH:MM:SS     Idx      %      %      %      %      %      % 
 21:42:33       0     83     29      0      0      0      0 
 21:42:34       0     84     32      0      0      0      0 
 21:42:35       0     81     31      0      0      0      0 
 21:42:36       0     82     30      0      0      0      0 
 21:42:37       0     82     32      0      0      0      0 
 21:42:38       0     90     53      0      0      0      0 
 21:42:39       0     81     31      0      0      0      0 
 21:42:40       0     84     32      0      0      0      0 
 21:42:41       0     84     35      0      0      0      0 
 21:42:42       0     81     29      0      0      0      0 
 21:42:43       0     83     33      0      0      0      0 
 21:42:44       0     89     57      0      0      0      0 
 21:42:45       0    100     73      0      0      0      0 
 21:42:46       0     81     31      0      0      0      0 
 21:42:47       0     84     53      0      0      0      0 
 21:42:48       0     83     29      0      0      0      0 
 21:42:49       0     84     34      0      0      0      0 
 21:42:50       0     83     32      0      0      0      0 
 21:42:51       0     83     31      0      0      0      0 
 21:42:52       0     82     28      0      0      0      0 
 21:42:53       0     95     63      0      0      0      0 
 21:42:54       0     83     32      0      0      0      0 
 21:42:55       0     83     34      0      0      0      0 
 21:42:56       0     84     33      0      0      0      0 
 21:42:57       0     85     35      0      0      0      0 
 21:42:58       0     81     31      0      0      0      0 
 21:42:59       0     78     27      0      0      0      0 
 21:43:00       0     84     34      0      0      0      0 
 21:43:01       0     84     35      0      0      0      0 
 21:43:02       0     81     31      0      0      0      0 
 21:43:03       0     84     35      0      0      0      0 
 21:43:04       0     82     33      0      0      0      0 
 21:43:05       0     82     32      0      0      0      0 
 21:43:06       0     83     33      0      0      0      0 
 21:43:07       0     80     29      0      0      0      0 
 21:43:08       0     83     33      0      0      0      0 
 21:43:09       0     84     34      0      0      0      0 
 21:43:10       0     84     34      0      0      0      0 
 21:43:11       0     85     35      0      0      0      0 
 21:43:12       0     79     29      0      0      0      0 
 21:43:13       0     83     32      0      0      0      0 
 21:43:14       0     83     32      0      0      0      0 
 21:43:16       0     85     35      0      0      0      0 
 21:43:17       0     84     34      0      0      0      0 
#Time         gpu     sm    mem    enc    dec    jpg    ofa 
#HH:MM:SS     Idx      %      %      %      %      %      % 
 21:43:18       0     84     34      0      0      0      0 
 21:43:19       0     80     31      0      0      0      0 
 21:43:20       0     83     34      0      0      0      0 
 21:43:21       0     84     35      0      0      0      0 
 21:43:22       0     83     35      0      0      0      0 
 21:43:23       0     85     35      0      0      0      0 
 21:43:24       0     83     34      0      0      0      0 
 21:43:25       0     84     34      0      0      0      0 
 21:43:26       0     83     34      0      0      0      0 
 21:43:27       0     83     34      0      0      0      0 
 21:43:28       0     82     34      0      0      0      0 
 21:43:29       0     85     35      0      0      0      0 
 21:43:30       0     85     36      0      0      0      0 
 21:43:31       0     85     35      0      0      0      0 
 21:43:32       0     84     35      0      0      0      0 
 21:43:33       0     89     55      0      0      0      0 
 21:43:34       0     84     35      0      0      0      0 
 21:43:35       0     80     33      0      0      0      0 
 21:43:36       0     84     35      0      0      0      0 
 21:43:37       0     83     34      0      0      0      0 
 21:43:38       0     85     35      0      0      0      0 
 21:43:39       0     97     68      0      0      0      0 
 21:43:40       0     83     34      0      0      0      0 
 21:43:41       0     82     33      0      0      0      0 
 21:43:42       0     83     35      0      0      0      0 
 21:43:43       0     83     34      0      0      0      0 
 21:43:44       0     84     35      0      0      0      0 
 21:43:45       0     83     35      0      0      0      0 
 21:43:46       0     84     35      0      0      0      0 
 21:43:47       0     80     33      0      0      0      0 
 21:43:48       0     84     35      0      0      0      0 
 21:43:49       0     83     35      0      0      0      0 
 21:43:50       0     98     68      0      0      0      0 
 21:43:51       0     84     34      0      0      0      0 
 21:43:52       0     84     35      0      0      0      0 
 21:43:53       0     84     35      0      0      0      0 
 21:43:54       0     83     35      0      0      0      0 
 21:43:55       0     84     35      0      0      0      0 
 21:43:56       0     86     36      0      0      0      0 
 21:43:57       0     83     34      0      0      0      0 
 21:43:58       0     84     35      0      0      0      0 
 21:43:59       0     81     33      0      0      0      0 
 21:44:00       0     84     35      0      0      0      0 
 21:44:01       0     84     35      0      0      0      0 
#Time         gpu     sm    mem    enc    dec    jpg    ofa 
#HH:MM:SS     Idx      %      %      %      %      %      % 
 21:44:02       0     84     35      0      0      0      0 
 21:44:03       0     94     56      0      0      0      0 
 21:44:04       0     96     63      0      0      0      0 
 21:44:05       0     84     35      0      0      0      0 
 21:44:06       0     81     34      0      0      0      0 
 21:44:07       0     93     59      0      0      0      0 
 21:44:08       0     86     36      0      0      0      0 
 21:44:09       0     83     35      0      0      0      0 
 21:44:10       0     87     36      0      0      0      0 
 21:44:11       0     84     35      0      0      0      0 
 21:44:12       0     84     35      0      0      0      0 
 21:44:13       0     86     36      0      0      0      0 
 21:44:14       0     84     34      0      0      0      0 
 21:44:15       0     86     36      0      0      0      0 
 21:44:16       0     85     35      0      0      0      0 
 21:44:17       0    100     73      0      0      0      0 
 21:44:18       0     84     35      0      0      0      0 
 21:44:19       0     85     35      0      0      0      0 
 21:44:20       0     83     33      0      0      0      0 
 21:44:21       0     96     63      0      0      0      0 
 21:44:22       0     86     36      0      0      0      0 
 21:44:23       0     86     36      0      0      0      0 
 21:44:24       0     85     35      0      0      0      0 
 21:44:25       0     85     35      0      0      0      0 
 21:44:26       0     86     36      0      0      0      0 
 21:44:27       0     86     36      0      0      0      0 
 21:44:28       0     86     36      0      0      0      0 
 21:44:29       0     86     36      0      0      0      0 
 21:44:30       0     86     36      0      0      0      0 
 21:44:31       0     84     35      0      0      0      0 
 21:44:32       0     95     62      0      0      0      0 
 21:44:33       0     84     35      0      0      0      0 
 21:44:34       0     82     34      0      0      0      0 
 21:44:35       0     87     36      0      0      0      0 
 21:44:36       0     97     66      0      0      0      0 
 21:44:37       0     86     36      0      0      0      0 
 21:44:38       0     86     36      0      0      0      0 
 21:44:39       0     86     36      0      0      0      0 
 21:44:40       0     86     36      0      0      0      0 
 21:44:41       0    100     72      0      0      0      0 
 21:44:42       0     92     57      0      0      0      0 
 21:44:43       0     84     35      0      0      0      0 
 21:44:44       0     86     36      0      0      0      0 
 21:44:45       0     85     35      0      0      0      0 
#Time         gpu     sm    mem    enc    dec    jpg    ofa 
#HH:MM:SS     Idx      %      %      %      %      %      % 
 21:44:46       0     91     58      0      0      0      0 
 21:44:47       0     85     35      0      0      0      0 
 21:44:48       0     86     36      0      0      0      0 
 21:44:49       0     85     36      0      0      0      0 
 21:44:50       0     85     35      0      0      0      0 
 21:44:51       0     80     32      0      0      0      0 
 21:44:52       0     84     35      0      0      0      0 
 21:44:53       0     83     32      0      0      0      0 
 21:44:54       0     82     34      0      0      0      0 
 21:44:55       0     84     35      0      0      0      0 
 21:44:56       0     86     36      0      0      0      0 
 21:44:57       0     93     56      0      0      0      0 
 21:44:58       0     87     36      0      0      0      0 
 21:44:59       0     86     36      0      0      0      0 
 21:45:00       0     84     32      0      0      0      0 
 21:45:01       0     83     35      0      0      0      0 
 21:45:02       0     84     34      0      0      0      0 
 21:45:03       0     86     35      0      0      0      0 
 21:45:04       0     85     35      0      0      0      0 
 21:45:05       0     84     35      0      0      0      0 
 21:45:06       0     84     35      0      0      0      0 
 21:45:07       0     92     56      0      0      0      0 
 21:45:08       0     84     35      0      0      0      0 
 21:45:09       0     93     61      0      0      0      0 
 21:45:10       0     86     35      0      0      0      0 
 21:45:11       0     86     36      0      0      0      0 
 21:45:12       0     86     36      0      0      0      0 
 21:45:13       0     86     35      0      0      0      0 
 21:45:14       0     79     33      0      0      0      0 
 21:45:15       0     96     64      0      0      0      0 
 21:45:16       0     79     33      0      0      0      0 
 21:45:17       0     82     34      0      0      0      0 
 21:45:18       0     85     34      0      0      0      0 
 21:45:19       0     86     53      0      0      0      0 
 21:45:20       0     84     31      0      0      0      0 
 21:45:22       0     87     32      0      0      0      0 
 21:45:23       0     84     31      0      0      0      0 
 21:45:24       0     79     33      0      0      0      0 
 21:45:25       0     89     57      0      0      0      0 
 21:45:26       0     80     33      0      0      0      0 
 21:45:27       0     79     32      0      0      0      0 
 21:45:28       0     80     33      0      0      0      0 
 21:45:29       0     99     71      0      0      0      0 
 21:45:30       0     81     34      0      0      0      0 
#Time         gpu     sm    mem    enc    dec    jpg    ofa 
#HH:MM:SS     Idx      %      %      %      %      %      % 
 21:45:31       0     80     33      0      0      0      0 
 21:45:32       0     86     36      0      0      0      0 
 21:45:33       0     84     34      0      0      0      0 
 21:45:34       0     79     32      0      0      0      0 
 21:45:35       0     88     57      0      0      0      0 
 21:45:36       0     78     32      0      0      0      0 
 21:45:37       0     95     64      0      0      0      0 
 21:45:38       0     77     27      0      0      0      0 
 21:45:39       0     82     34      0      0      0      0 
 21:45:40       0     85     56      0      0      0      0 
 21:45:41       0     79     31      0      0      0      0 
 21:45:42       0     81     33      0      0      0      0 
 21:45:43       0     79     30      0      0      0      0 
 21:45:44       0     80     33      0      0      0      0 
 21:45:45       0     97     64      0      0      0      0 
 21:45:46       0     80     33      0      0      0      0 
 21:45:47       0     79     31      0      0      0      0 
 21:45:48       0     82     33      0      0      0      0 
 21:45:49       0     81     34      0      0      0      0 
 21:45:50       0     82     34      0      0      0      0 
 21:45:51       0     82     34      0      0      0      0 
 21:45:52       0     82     33      0      0      0      0 
 21:45:53       0     80     33      0      0      0      0 
 21:45:54       0     82     32      0      0      0      0 
 21:45:55       0     83     34      0      0      0      0 
 21:45:56       0     97     67      0      0      0      0 
 21:45:57       0     81     34      0      0      0      0 
 21:45:58       0     89     58      0      0      0      0 
 21:45:59       0     94     64      0      0      0      0 
 21:46:00       0     78     32      0      0      0      0 
 21:46:01       0     93     66      0      0      0      0 
 21:46:02       0     82     34      0      0      0      0 
 21:46:03       0     80     31      0      0      0      0 
 21:46:04       0     83     34      0      0      0      0 
 21:46:05       0     82     34      0      0      0      0 
 21:46:06       0     82     34      0      0      0      0 
 21:46:07       0     80     34      0      0      0      0 
 21:46:08       0     80     33      0      0      0      0 
 21:46:09       0     78     33      0      0      0      0 
 21:46:10       0     98     67      0      0      0      0 
 21:46:11       0     82     33      0      0      0      0 
 21:46:12       0     85     35      0      0      0      0 
 21:46:13       0     84     34      0      0      0      0 
 21:46:14       0    100     72      0      0      0      0 
#Time         gpu     sm    mem    enc    dec    jpg    ofa 
#HH:MM:SS     Idx      %      %      %      %      %      % 
 21:46:15       0     84     33      0      0      0      0 
 21:46:16       0     86     36      0      0      0      0 
 21:46:17       0     85     34      0      0      0      0 
 21:46:18       0     86     35      0      0      0      0 
 21:46:19       0     91     56      0      0      0      0 
 21:46:20       0     81     34      0      0      0      0 
 21:46:21       0     96     64      0      0      0      0 
 21:46:22       0     80     31      0      0      0      0 
 21:46:23       0     78     32      0      0      0      0 
 21:46:24       0     80     33      0      0      0      0 
 21:46:25       0     79     33      0      0      0      0 
 21:46:26       0     79     33      0      0      0      0 
 21:46:27       0     93     62      0      0      0      0 
 21:46:28       0     80     33      0      0      0      0 
 21:46:29       0     78     33      0      0      0      0 
 21:46:30       0     80     33      0      0      0      0 
 21:46:31       0     81     34      0      0      0      0 
 21:46:32       0     82     34      0      0      0      0 
 21:46:33       0     94     64      0      0      0      0 
 21:46:34       0     80     33      0      0      0      0 
 21:46:35       0     73     28      0      0      0      0 
 21:46:36       0     80     33      0      0      0      0 
 21:46:37       0     81     34      0      0      0      0 
 21:46:38       0     82     34      0      0      0      0 
 21:46:39       0     72     30      0      0      0      0 
 21:46:40       0     77     31      0      0      0      0 
 21:46:41       0     79     33      0      0      0      0 
 21:46:42       0     80     33      0      0      0      0 
 21:46:43       0     82     34      0      0      0      0 
 21:46:44       0     83     34      0      0      0      0 
 21:46:45       0     76     32      0      0      0      0 
 21:46:46       0     80     33      0      0      0      0 
 21:46:47       0     83     31      0      0      0      0 
 21:46:48       0     82     30      0      0      0      0 
 21:46:49       0     85     31      0      0      0      0 
 21:46:50       0     84     34      0      0      0      0 
 21:46:51       0     87     32      0      0      0      0 
 21:46:52       0     85     36      0      0      0      0 
 21:46:53       0     88     33      0      0      0      0 
 21:46:54       0     86     32      0      0      0      0 
 21:46:55       0    100     71      0      0      0      0 
 21:46:56       0     99     62      0      0      0      0 
 21:46:57       0     86     36      0      0      0      0 
 21:46:58       0    100     70      0      0      0      0 
#Time         gpu     sm    mem    enc    dec    jpg    ofa 
#HH:MM:SS     Idx      %      %      %      %      %      % 
 21:46:59       0     86     35      0      0      0      0 
 21:47:00       0     87     32      0      0      0      0 
 21:47:01       0     85     35      0      0      0      0 
 21:47:02       0     88     33      0      0      0      0 
 21:47:03       0     86     35      0      0      0      0 
 21:47:04       0     91     60      0      0      0      0 
 21:47:05       0     88     32      0      0      0      0 
 21:47:06       0     80     33      0      0      0      0 
 21:47:07       0     97     60      0      0      0      0 
 21:47:08       0     95     63      0      0      0      0 
 21:47:09       0     86     36      0      0      0      0 
 21:47:10       0     83     34      0      0      0      0 
 21:47:11       0     95     63      0      0      0      0 
 21:47:12       0     84     35      0      0      0      0 
 21:47:13       0     88     55      0      0      0      0 
 21:47:14       0     79     33      0      0      0      0 
 21:47:15       0     81     32      0      0      0      0 
 21:47:16       0     77     31      0      0      0      0 
 21:47:17       0     78     30      0      0      0      0 
 21:47:18       0     81     34      0      0      0      0 
 21:47:19       0     79     32      0      0      0      0 
 21:47:20       0     83     31      0      0      0      0 
 21:47:21       0     81     30      0      0      0      0 
 21:47:22       0     85     31      0      0      0      0 
 21:47:23       0     84     31      0      0      0      0 
 21:47:24       0     84     31      0      0      0      0 
 21:47:25       0     82     30      0      0      0      0 
 21:47:26       0     96     60      0      0      0      0 
 21:47:27       0     82     33      0      0      0      0 
 21:47:28       0     83     36      0      0      0      0 
 21:47:29       0     83     34      0      0      0      0 
 21:47:30       0     96     64      0      0      0      0 
 21:47:31       0     79     30      0      0      0      0 
 21:47:32       0     80     31      0      0      0      0 
 21:47:33       0     80     32      0      0      0      0 
 21:47:34       0     82     33      0      0      0      0 
 21:47:35       0     82     32      0      0      0      0 
 21:47:36       0     82     32      0      0      0      0 
 21:47:37       0     83     33      0      0      0      0 
 21:47:38       0     83     34      0      0      0      0 
 21:47:39       0     82     32      0      0      0      0 
 21:47:40       0     83     34      0      0      0      0 
 21:47:41       0     81     34      0      0      0      0 
 21:47:42       0     83     34      0      0      0      0 
#Time         gpu     sm    mem    enc    dec    jpg    ofa 
#HH:MM:SS     Idx      %      %      %      %      %      % 
 21:47:43       0     82     34      0      0      0      0 
 21:47:44       0     83     35      0      0      0      0 
 21:47:45       0     82     34      0      0      0      0 
 21:47:46       0     80     33      0      0      0      0 
 21:47:47       0     82     34      0      0      0      0 
 21:47:48       0     83     34      0      0      0      0 
 21:47:49       0     83     35      0      0      0      0 
 21:47:50       0     81     34      0      0      0      0 
 21:47:51       0     84     35      0      0      0      0 
 21:47:53       0     83     34      0      0      0      0 
 21:47:54       0     83     34      0      0      0      0 
 21:47:55       0     83     35      0      0      0      0 
 21:47:56       0     82     34      0      0      0      0 
 21:47:57       0     81     34      0      0      0      0 
 21:47:58       0     83     34      0      0      0      0 
 21:47:59       0     82     34      0      0      0      0 
 21:48:00       0     82     34      0      0      0      0 
 21:48:01       0     81     34      0      0      0      0 
 21:48:02       0     82     34      0      0      0      0 
 21:48:03       0     83     34      0      0      0      0 
 21:48:04       0     96     63      0      0      0      0 
 21:48:05       0     82     34      0      0      0      0 
 21:48:06       0     84     35      0      0      0      0 
 21:48:07       0     82     34      0      0      0      0 
 21:48:08       0     92     62      0      0      0      0 
 21:48:09       0     82     34      0      0      0      0 
 21:48:10       0     81     34      0      0      0      0 
 21:48:11       0     82     34      0      0      0      0 
 21:48:12       0     82     34      0      0      0      0 
 21:48:13       0     87     56      0      0      0      0 
 21:48:14       0     83     34      0      0      0      0 
 21:48:15       0     91     56      0      0      0      0 
 21:48:16       0     84     35      0      0      0      0 
 21:48:17       0     90     58      0      0      0      0 
 21:48:18       0     83     34      0      0      0      0 
 21:48:19       0     83     34      0      0      0      0 
 21:48:20       0     83     35      0      0      0      0 
 21:48:21       0     82     34      0      0      0      0 
 21:48:22       0     82     33      0      0      0      0 
 21:48:23       0     80     33      0      0      0      0 
 21:48:24       0     82     34      0      0      0      0 
 21:48:25       0     81     34      0      0      0      0 
 21:48:26       0     84     35      0      0      0      0 
 21:48:27       0     83     34      0      0      0      0 
#Time         gpu     sm    mem    enc    dec    jpg    ofa 
#HH:MM:SS     Idx      %      %      %      %      %      % 
